title;abstract;doi;application_area;clinical_procedure;multimodal_imaging;study_category;research_environment;purpose;imaging_technique;spectral_range
Ratio images and ultraviolet C excitation in autofluorescence imaging of neoplasms of the human colon;"The accepted screening technique for colon cancer is white light endoscopy. While most abnormal growths (lesions) are detected by this method, a significant number are missed during colonoscopy, potentially resulting in advanced disease. Missed lesions are often flat and inconspicuous in color. A prototype ultraviolet spectral imager measuring autofluorescence (AF) and reflectance has been developed and applied in a study of 21 fresh human colon surgical specimens. Six excitation wavelengths from 280 to 440 nm and formulaic ratio imaging were utilized to increase lesion contrast and cause neoplasms to appear bright compared to normal tissue. It was found that in the subset of lesions which were most difficult to visualize in standard color photographs [low contrast lesions, (LCLs)] a ratio image (F340/F440) of AF images excited at 340 and 440 nm produced extraordinary images and was effective in about 70% of these difficult cases. Contrast may be due to increased levels of reduced nicotinamide adenine dinucleotide, increased hemoglobin absorption, and reduced signal from submucosal collagen. A second successful ratio image (R480/R555) combined two reflectance images to produce exceptional images especially in particular LCLs where F340/F440 was ineffective. The newly discovered ratio images can potentially improve detection rate in screening with a novel AF colonoscope. (C) 2013 Society of Photo-Optical Instrumentation Engineers (SPIE). [DOI: 10.1117/1.JBO.18.1.016005];10.1117/1.JBO.18.1.016005";10.1117/1.JBO.18.1.016005;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Multispectral scanning during endoscopy guides biopsy of dysplasia in Barrett's esophagus;"Esophageal cancer is increasing in frequency in the United States faster than any other cancer. Barrett's esophagus, an otherwise benign complication of esophageal reflux, affects approximately three million Americans and precedes almost all cases of esophageal cancer. If detected as high-grade dysplasia (HGD), most esophageal cancers can be prevented. Standard-of-care screening for dysplasia uses visual endoscopy and a prescribed pattern of biopsy. This procedure, in which a tiny fraction of the affected tissue is selected for pathological examination, has a low probability of detection because dysplasia is highly focal and visually indistinguishable. We developed a system called endoscopic polarized scanning spectroscopy (EPSS), which performs rapid optical scanning and multispectral imaging of the entire esophageal surface and provides diagnoses in near real time. By detecting and mapping suspicious sites, guided biopsy of invisible, precancerous dysplasia becomes practicable. Here we report the development of EPSS and its application in several clinical cases, one of which merits special consideration.;10.1038/nm.2138";10.1038/nm.2138;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Modelling in Synthesis and Optimization of Active Vaccinal Components;"Cancer is the second leading cause of mortality worldwide, behind heart diseases, accounting for 10 million deaths each year. This study focusses on adenocarcinoma, which is a target of a number of anticancer therapies presently being tested in medical and pharmaceutical studies. The innovative study for a therapeutic vaccine comprises the investigation of gold nanoparticles and their influence on the immune response for the annihilation of cancer cells. The model is intended to be realized using Quantitative-Structure Activity Relationship (QSAR) methods, explicitly artificial neural networks combined with fuzzy rules, to enhance automated properties of neural nets with human perception characteristics. Image processing techniques such as morphological transformations and watershed segmentation are used to extract and calculate certain molecular characteristics from hyperspectral images. The quantification of single-cell properties is one of the key resolutions, representing the treatment efficiency in therapy of colon and rectum cancerous conditions. This was accomplished by using manually counted cells as a reference point for comparing segmentation results. The early findings acquired are conclusive for further study; thus, the extracted features will be used in the feature optimization process first, followed by neural network building of the required model.;10.3390/nano11113001";10.3390/nano11113001;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Optical biopsy mapping on endoscopic image mosaics with a marker-free probe;"Gastric cancer is the second leading cause of cancer-related deaths worldwide. Early diagnosis significantly in-creases the chances of survival; therefore, improved assisted exploration and screening techniques are necessary. Previously, we made use of an augmented multi-spectral endoscope by inserting an optical probe into the instrumentation channel. However, the limited field of view and the lack of markings left by optical biopsies on the tissue complicate the navigation and revisit of the suspect areas probed in-vivo. In this contribution two innovative tools are introduced to significantly increase the traceability and monitoring of patients in clinical practice: (i) video mosaicing to build a more comprehensive and panoramic view of large gastric areas; (ii) optical biopsy targeting and registration with the endoscopic images. The proposed optical flow-based mosaicing technique selects images that minimize texture discontinuities and is robust despite the lack of texture and illumination variations. The optical biopsy targeting is based on automatic tracking of a free-marker probe in the endoscopic view using deep learning to dynamically estimate its pose during exploration. The accuracy of pose estimation is sufficient to ensure a precise overlapping of the standard white-light color image and the hyper-spectral probe image, assuming that the small target area of the organ is almost flat. This allows the mapping of all spatio-temporally tracked biopsy sites onto the panoramic mosaic. Experimental validations are carried out from videos acquired on patients in hospital. The proposed technique is purely software-based and therefore easily integrable into clinical practice. It is also generic and compatible to any imaging modality that connects to a fiberscope.;10.1016/j.compbiomed.2022.105234";10.1016/j.compbiomed.2022.105234;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Endoscopy of the larynx by hyperspectral imaging;"Hyperspectral imaging has been proven to be useful in remote earth sensing,e.g.,satellite-based classification of vegetation. After modifying it for in vivo evaluation of the larynx using microscopy,we show its adoption for endoscopes. In addition to routine microlaryngoscopies under white light inspection,the laryngoscopy was also performed with not only a conventional operation microscope mounted with a tuneable monochromatic light source and a synchronously triggered monochromatic CCD camera (n = 47 patients),but also a similarly modified rigid 0A degrees endoscope (n = 16 patients). Hyperspectral image cubes were obtained between 390 and 680 nm,analyzed using established software tools,and the data using microscope versus endoscope were compared. Under endoscopy,illumination was more even and sterical resolution appeared unchanged at significantly shorter image acquisition times. Hyperspectral classification delineated areas of altered mucosa without further external information irrespective of whether image cubes were generated with microscopy or endoscopy. Hyperspectral imaging can be transferred not only to micro(laryngo)scopy but also to endoscopy with rigid optics. This opens the way to a variety of clinically relevant anatomical regions (e.g.,upper aerodigestive tract). Its adoption to flexible optics will further broaden this spectrum.;10.1007/s00106-012-2632-9";10.1007/s00106-012-2632-9;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Multimodal endoscopic system based on multispectral and photometric stereo imaging and analysis;"We propose a multimodal endoscopic system based on white light (WL). multispectral (MS), and photometric stereo (PS) imaging for the examination of colorectal cancer (CRC). Recently, the enhancement of the diagnostic accuracy of CRC colonoscopy has been reported; however, tumor diagnosis for a variety of lesion types remains challenging using current endoscopy. In this study. we demonstrate that our developed system can simultaneously discriminate tumor distributions and provide three-dimensional (3D) morphological information about the colon surface using the WL. MS , and PS imaging modalities. The results demonstrate that the proposed system has considerable potential for CRC diagnosis. (C) 2019 Optical Society of America under the terms of the OSA Open Access Publishing Agreement;10.1364/BOE.10.002289";10.1364/BOE.10.002289;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Spectral imaging for precise surgical intervention in Hirschsprung's Disease;"We used advanced-spectral imaging for intrasurgical decision making in a preclinical study,on a mouse model of Hirschsprung's Disease. Our imaging device sampled areas from normal and abnormal (aganglionic) colon in these animals. Spectral segmentation and classification of the resulting images showed a clear distinction between the normal and aganglionic regions,as confirmed by pathological analysis and use of mutant mice. We developed a simple algorithm that could distinguish normal from aganglionic colon with high spatial resolution and reproducibility,and the following statistics: sensitivity=97%,specificity=94%,positive predictive value=92%,negative predictive value=98%. These studies showed translational proof of concept that spectral imaging could be used during operations,in real time,to help surgeons precisely distinguish normal from abnormal tissue without requiring traditional biopsy. (C) 2008 by WILEY-VCH Verlag GmbH & Co. KGaA,Weinheim;10.1002/jbio.200710016";10.1002/jbio.200710016;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Hyperspectral imaging of mucosal surfaces in patients;"The aim of this study was to proof applicability of hyperspectral imaging for the analysis and classification of human mucosal surfaces in vivo. The larynx as a prototypical anatomically well-defined surgical test area was analyzed by microlaryngoscopy with a polychromatic lightsource and a synchronous triggered monochromatic CCD-camera. Image stacks (5 benign,7 malignant tumors) were analyzed by established software (principal component analysis PCA,hyperspectral classification,spectral profiles). Hyperspectral image datacubes were analyzed and classified by conventional software. In PCA,images at 590-680 nm loaded most onto the first PC which typically contained 95% of the total information. Hyperspectral classification clustered the data highlighting altered mucosa. The spectral profiles clearly differed between the different groups. Hyperspectral imaging can be applied to mucosal surfaces. This approach opens the way to analyze spectral characteristics of histologically different lesions in order to build up a spectral library and to allow non-touch optical biopsy. (C) 2012 WILEY-VCH Verlag GmbH & Co. KGaA,Weinheim);10.1002/jbio.201100081";10.1002/jbio.201100081;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Multiparametric Cystoscopy for Detection of Bladder Cancer Using Real-time Multispectral Imaging;"Background: : Various imaging modalities can be used in addition to white light (WL) to improve detection of bladder cancer (BC). Objective: : To use real-time multispectral imaging (rMSI) during urethrocystoscopy to combine different imaging modalities to achieve multiparametric cystoscopy (MPC). Design,setting,and participants: : The rMSI system consisted of a camera with a spectral filter,a multi-LED light source,a microcontroller,and a computer for display and data acquisition. MSI with this system was achieved via temporal multiplexing. Surgical procedure: : MPC was performed in ten patients with a diagnosed bladder tumor. Measurements: : We gathered evidence to prove the feasibility of our approach. In addition,experienced urologists performed post-interventional evaluation of images of individual lesions. Images were independently rated in a semiquantitative manner for each modality. A statistical model was built for pairwise comparisons across modalities. Results and limitations: : Overall,31 lesions were detected using the rMSI set-up. Histopathology revealed malignancy in 27 lesions. All lesions could be visualized simultaneously in five modalities: WL,enhanced vascular contrast (EVC),blue light fluorescence,protoporphyrin IX fluorescence,and autofluorescence. EVC and photodynamic diagnosis images were merged in real time into one MP image. Using the recorded images,two observers identified all malignant lesions via MPC,whereas the single modalities did not arouse substantial suspicion for some lesions. The MP images of malignant lesions were rated significantly more suspicious than the images from single imaging modalities. Conclusions: : We demonstrated for the first time the application of rMSI in endourology and we established MPC for detection of BC. This approach allows existing imaging modalities to be combined,and it may significantly improve the detection of bladder cancer. Patient summary: : Real-time multispectral imaging was successfully used to combine different imaging aids for more comprehensive illustration of bladder tumors for surgeons. In the future,this technique may allow better detection of bladder tumors and more complete endoscopic resection in cases of cancer. (C) 2019 European Association of Urology. Published by Elsevier B.V. All rights reserved.;10.1016/j.eururo.2019.08.024";10.1016/j.eururo.2019.08.024;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Clinical validity of flexible spectral imaging color enhancement (FICE) in small-bowel capsule endoscopy: a systematic review and meta-analysis;"Patients and methods A comprehensive literature search was conducted. We measured pooled rate of lesion visualization improvement and improvement in lesion detection comparing FICE settings 1 - 3 and WLE, for angioectasias and ulcers/erosions. Pooled results were derived using the random-effects model because of high heterogeneity as measured by I-2. Repeated-measures analysis of variance (ANOVA) was used to measure differences in lesion detection between WLE and the three FICE modes. Results 13 studies were analyzed. All studies used the PillCam SB 1 and/or SB 2 devices. Most used experienced readers. Improvement in delineation had been investigated in 4 studies; in the 3 studies entered into the meta-analysis, using FICE setting 1, 89% of angioectasias and 45% of ulcer/erosions were considered to show improved delineation. For FICE settings 2 and 3, small proportions of images showed improved delineation. Heterogeneity of studies was high with I-2 > 90% in 4/ 6 analyses. Lesion detection had been investigated in 10 studies; meta-analysis included 5 studies. Lesion detection did not differ significantly between any of the FICE modes and WLE. Conclusions Overall, the use of the three FICE modes did not significantly improve delineation or detection rate in SBCE. In pigmented lesions, FICE setting 1 performed better in lesion delineation and detection.;10.1055/s-0042-122015";10.1055/s-0042-122015;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Efficacy of Repeat Review with Flexible Spectral Imaging Color Enchancement in Patient with no Findings by Capsule Endoscopy;"BackGround/Aim:The efficacy of flexible spectral imaging color enhancement (FICE) ch. 1 (F1) for the detection of ulcerative lesions and angioectasias in the small intestine with capsule endoscopy (CE) has been reported. In the present study, we evaluated whether F1 could detect incremental findings in patients with no findings in a standard review mode.Patients and Methods:In total, 52 patients (age: 60.1 +/- 15.3 years; 30 males) with obscure gastrointestinal bleeding (OGIB) who underwent CE and in whom no lesion was detected in the small intestine in the standard mode (first review) were enrolled. Two experienced endoscopists independently reviewed CE videos again by F1 (second review). The following findings were defined to be significant: Ulcers, erosions, aphthas, angioectasias, tumors, and bleeding. Incremental findings at the second review were checked at F1 and in standard mode by the two reviewers (third review). Finally, the findings were confirmed by the agreement of the two reviewers at the third review.Results:F1 detected five significant lesions in three patients with overt OGIB; three erosions, one aphtha, and one angioectasia. For nonsignificant lesions, F1 detected 12 red mucosas and 16 red spots. Moreover, 29 patients with 71 findings were considered false positives.Conclusion:F1 detected incremental significant findings in a small percentage of patients with no findings in the standard review mode. In addition, F1 showed many false-positive findings. The incremental effect of a repeated review by F1 in patients with no findings in the first review is limited.;10.4103/1319-3767.191145";10.4103/1319-3767.191145;;endoscopic_laparoscopic;;technical evaluation;;system development;;
Hyperspectral imaging-based cutaneous wound classification using neighbourhood extraction 3D convolutional neural network;"Objectives: Hyperspectral imaging is an emerging imaging modality that beginning to gain attention for medical research and has an important potential in clinical applications. Nowadays, spectral imaging modalities such as multispectral and hyperspectral have proven their ability to provide important information that can help to better characterize the wound. Oxygenation changes in the wounded tissue differ from normal tissue. This causes the spectral characteristics to be different. In this study, it is classified cutaneous wounds with neighbourhood extraction 3-dimensional convolutional neural network method.Methods: The methodology of hyperspectral imaging performed to obtain the most useful information about the wounded and normal tissue is explained in detail. When the hyperspectral signatures of wounded and normal tissues are compared on the hyperspectral image, it is revealed that there is a relative difference between them. By taking advantage of these differences, cuboids that also consider neighbouring pixels are generated, and a uniquely designed 3-dimensional convolutional neural network model is trained with the cuboids to extract both spatial and spectral information.Results: The effectiveness of the proposed method was evaluated for different cuboid spatial dimensions and training/testing rates. The best result with 99.69% was achieved when the training/testing rate was 0.9/0.1 and the cuboid spatial dimension was 17. It is observed that the proposed method outperforms the 2-dimensional convolutional neural network method and achieves high accuracy even with much less training data. The obtained results using the neighbourhood extraction 3-dimensional convolutional neural network method show that the proposed method highly classifies the wounded area. In addition, the classification performance and the2computation time of the neighbourhood extraction 3-dimensional convolutional neural network methodology were analyzed and compared with existing 2-dimensional convolutional neural network.Conclusions: As a clinical diagnostic tool, hyperspectral imaging, with neighbourhood extraction 3-dimensional convolutional neural network, has yielded remarkable results for the classification of wounded and normal tissues. Skin color does not play any role in the success of the proposed method. Since only the reflectance values of the spectral signatures are different for various skin colors. For different ethnic groups, The spectral signatures of wounded tissue and the spectral signatures of normal tissue show similar spectral characteristics among themselves.;10.1515/bmt-2022-0179";10.1515/bmt-2022-0179;dermatological;;;;;tissue classification;;
Multispectral imaging and autofluorescence photobleaching combined in a multi-head neural network for skin cancer classification;"Introduction The classification of hyperspectral images for skin cancer presents a significant challenge due to high data dimensionality and subtle differences between melanoma and non-melanoma tissues. This study investigates the efficacy of multi-target, multi-head neural network architectures for improving accuracy and precision-recall performance in hyperspectral melanoma classification.Methods We use a proprietary multispectral dataset enriched with autofluorescence photobleaching tabular data, previously developed for skin lesion classification. Our method applies a multi-head architecture in which each head uses a different loss function, designed to optimize specific parts of the classification task. The network simultaneously learns from multiple data modalities, improving its ability to detect hidden features indicative of skin cancer. Final classifications are obtained by aggregating the outputs from all heads via simple averaging.Results Results demonstrate significant improvements in classification accuracy and robustness compared to conventional single-head models. Our multi-head, multi-loss approach achieves the best performance on both evaluated data sources, with AUC-PR scores of 0.850 +/- 0.032 and 0.822 +/- 0.022 for the proprietary and ISIC datasets, respectively.Discussion These findings indicate that multi-head architectures with specialized loss functions offer a powerful means of enhancing hyperspectral image classification, particularly for skin cancer detection, and provide a promising direction for future research and clinical applications.;10.3389/fmed.2026.1763105";10.3389/fmed.2026.1763105;dermatological;;;;;tissue classification;;
A non-invasive method of imaging melanoma lesions in a patient with stage IV melanoma, being treated with a RAF inhibitor;"Utilizing a macroscopic Prism and Reflectance Imaging Spectroscopy System (MACRO-PARISS), spectral data are taken from human skin using a fiber optic light probe. The subject was an oncology patient at the University of Pennsylvania, with biopsy proven melanoma, who underwent chemotherapy with a novel small molecule BRAF inhibitor as part of a Phase I clinical trial. The BRAF mutation had been previously identified in this patient. Cutaneous lesions were identified by a clinical oncologist, and lesions were imaged periodically over a 1 mo period of time. Spectra are classified using a linearity-independent algorithm over a wavelength range of 450-920 nm. Spectral signatures, or characteristic features, of generated spectra correlate with gross features of lesions that are readily observable. Using PARISS we demonstrated differences between spectral signatures of treated lesions over a treatment course, indicating spectral data correlation with changes in disease. PARISS may be useful to better establish a noninvasive means of following disease progression, and ultimately establish characteristic spectral signatures to define disease presence in the future.;10.4161/cbt.12.4.17142";10.4161/cbt.12.4.17142;dermatological;;;;;tissue classification;;
Non-Invasive Skin Cancer Diagnosis Using Hyperspectral Imaging for In-Situ Clinical Support;"Skin cancer is one of the most common forms of cancer worldwide and its early detection its key to achieve an effective treatment of the lesion. Commonly, skin cancer diagnosis is based on dermatologist expertise and pathological assessment of biopsies. Although there are diagnosis aid systems based on morphological processing algorithms using conventional imaging, currently, these systems have reached their limit and are not able to outperform dermatologists. In this sense, hyperspectral (HS) imaging (HSI) arises as a new non-invasive technology able to facilitate the detection and classification of pigmented skin lesions (PSLs), employing the spectral properties of the captured sample within and beyond the human eye capabilities. This paper presents a research carried out to develop a dermatological acquisition system based on HSI, employing 125 spectral bands captured between 450 and 950 nm. A database composed of 76 HS PSL images from 61 patients was obtained and labeled and classified into benign and malignant classes. A processing framework is proposed for the automatic identification and classification of the PSL based on a combination of unsupervised and supervised algorithms. Sensitivity and specificity results of 87.5% and 100%, respectively, were obtained in the discrimination of malignant and benign PSLs. This preliminary study demonstrates, as a proof-of-concept, the potential of HSI technology to assist dermatologists in the discrimination of benign and malignant PSLs during clinical routine practice using a real-time and non-invasive hand-held device.;10.3390/jcm9061662";10.3390/jcm9061662;dermatological;;;;;tissue classification;;
Multispectral near infrared absorption imaging for histology of skin cancer;"Multispectral imaging combines the spectral resolution of spectroscopy with the spatial resolution of imaging and is therefore very useful for biomedical applications. Currently, histological diagnostics use mainly stainings with standard dyes (eg, hematoxylin + eosin) to identify tumors. This method is not applicable in vivo and provides low amounts of chemical information. Biomolecules absorb near infrared light (NIR, 800-1700 nm) at different wavelengths, which could be used to fingerprint tissue. Here, we built a NIR multispectral absorption imaging setup to study skin tissue samples. NIR light (900-1500 nm) was used for homogenous wide-field transmission illumination and detected by a cooled InGaAs camera. In this setup, images I(x, y, lambda) from dermatological samples (melanoma, nodular basal-cell carcinoma, squamous-cell carcinoma) were acquired to distinguish healthy from diseased tissue regions. In summary, we show the potential of multispectral NIR imaging for cancer diagnostics.;10.1002/jbio.201960080";10.1002/jbio.201960080;dermatological;;;;;tissue classification;;
Acne Detection Based on Reconstructed Hyperspectral Images;"Acne Vulgaris is a common type of skin disease that affects more than 85% of teenagers and frequently continues even in adulthood. While it is not a dangerous skin disease, it can significantly impact the quality of life. Hyperspectral imaging (HSI), which captures a wide spectrum of light, has emerged as a tool for the detection and diagnosis of various skin conditions. However, due to the high cost of specialised HS cameras, it is limited in its use in clinical settings. In this research, a novel acne detection system that will utilise reconstructed hyperspectral (HS) images from RGB images is proposed. A dataset of reconstructed HS images is created using the best-performing HS reconstruction model from our previous research. A new acne detection algorithm that is based on reconstructed HS images and RetinaNet algorithm is introduced. The results indicate that the proposed algorithm surpasses other techniques based on RGB images. Additionally, reconstructed HS images offer a promising and cost-effective alternative to using expensive HSI equipment for detecting conditions like acne or other medical issues.;10.3390/jimaging10080174";10.3390/jimaging10080174;dermatological;;;;;tissue classification;;
Enhancing the Accuracy of Skin Lesion Diagnosis Using Hyperspectral Imaging and Deep Learning;"This study presents a novel diagnostic approach that integrates hyperspectral imaging (HSI) with deep learning to discriminate among dermatitis, actinic keratosis (AK), and seborrheic keratosis (SK). We evaluated 60 intraoperative clinical specimens and achieved 93% accuracy, 91% sensitivity, and 95% specificity in three-class classification. A Savitzky-Golay filter was applied to the raw spectra to enhance the signal-to-noise ratio and data fidelity, while first-derivative spectral analysis enabled the model to capture subtle biochemical and morphological differences among lesions. Our results demonstrate that the combined HSI-deep-learning framework can accelerate dermatologic diagnosis and reduce error rates. This methodology not only provides a robust tool for clinical decision support in dermatology but also holds promise for wider adoption across medical imaging workflows. Future work will focus on scalability, cost-benefit optimization, and seamless integration with existing diagnostic platforms.;10.1002/jbio.202500182";10.1002/jbio.202500182;dermatological;;;;;tissue classification;;
Parallel Classification Pipelines for Skin Cancer Detection Exploiting Hyperspectral Imaging on Hybrid Systems;"The early detection of skin cancer is of crucial importance to plan an effective therapy to treat the lesion. In routine medical practice, the diagnosis is based on the visual inspection of the lesion and it relies on the dermatologists' expertise. After a first examination, the dermatologist may require a biopsy to confirm if the lesion is malignant or not. This methodology suffers from false positives and negatives issues, leading to unnecessary surgical procedures. Hyperspectral imaging is gaining relevance in this medical field since it is a non-invasive and non-ionizing technique, capable of providing higher accuracy than traditional imaging methods. Therefore, the development of an automatic classification system based on hyperspectral images could improve the medical practice to distinguish pigmented skin lesions from malignant, benign, and atypical lesions. Additionally, the system can assist general practitioners in first aid care to prevent noncritical lesions from reaching dermatologists, thereby alleviating the workload of medical specialists. In this paper is presented a parallel pipeline for skin cancer detection that exploits hyperspectral imaging. The computational times of the serial processing have been reduced by adopting multicore and many-core technologies, such as OpenMP and CUDA paradigms. Different parallel approaches have been combined, leading to the development of fifteen classification pipeline versions. Experimental results using in-vivo hyperspectral images show that a hybrid parallel approach is capable of classifying an image of 50 x 50 pixels with 125 bands in less than 1 s.;10.3390/electronics9091503";10.3390/electronics9091503;dermatological;;;;;tissue classification;;
Differentiating Malignant from Benign Pigmented or Non-Pigmented Skin Tumours-A Pilot Study on 3D Hyperspectral Imaging of Complex Skin Surfaces and Convolutional Neural Networks;"Several optical imaging techniques have been developed to ease the burden of skin cancer disease on our health care system. Hyperspectral images can be used to identify biological tissues by their diffuse reflected spectra. In this second part of a three-phase pilot study, we used a novel hand-held SICSURFIS Spectral Imager with an adaptable field of view and target-wise selectable wavelength channels to provide detailed spectral and spatial data for lesions on complex surfaces. The hyperspectral images (33 wavelengths, 477-891 nm) provided photometric data through individually controlled illumination modules, enabling convolutional networks to utilise spectral, spatial, and skin-surface models for the analyses. In total, 42 lesions were studied: 7 melanomas, 13 pigmented and 7 intradermal nevi, 10 basal cell carcinomas, and 5 squamous cell carcinomas. All lesions were excised for histological analyses. A pixel-wise analysis provided map-like images and classified pigmented lesions with a sensitivity of 87% and a specificity of 93%, and 79% and 91%, respectively, for non-pigmented lesions. A majority voting analysis, which provided the most probable lesion diagnosis, diagnosed 41 of 42 lesions correctly. This pilot study indicates that our non-invasive hyperspectral imaging system, which involves shape and depth data analysed by convolutional neural networks, is feasible for differentiating between malignant and benign pigmented and non-pigmented skin tumours, even on complex skin surfaces.;10.3390/jcm11071914";10.3390/jcm11071914;dermatological;;;;;tissue classification;;
Detecting Field Cancerization Using a Hyperspectral Imaging System;"BackgroundField cancerization denotes subclinical abnormalities in a tissue chronically exposed to UV radiation. These abnormalities can be found surrounding the clinically visible actinic keratoses. ObjectivesThe aim of this study was to test the feasibility of a hyperspectral imaging system in the detection of multiple clinical and subclinical AKs for early treatment of the affected areas. Materials and MethodsAltogether 52 clinical AKs in 12 patients were included in this study. In six patients digital photos were taken of the naive AKs, and again after methylaminolevulinate(MAL)-fluorescence diagnosis which was used to teach HIS to find subclinical lesions. After 2-3 days when the MAL had vanished, the hyperspectral images were taken. Biopsies were taken from clinical AKs, healthy-looking skin and several suspected subclinical AKs. In the other six patients digital and hyperspectral images were taken of the naive AKs followed by one biopsy per patient. ResultsHIS detected all clinically visible 52 AKs and numerous subclinical lesions. The histopathology of the 33 biopsied lesions were concordant with the HIS results showing either AK (n=28) or photodamage (n=5). Of the 28 histopathologically confirmed AKs, 16 were subclinical. A specific diffuse reflectance spectrum of an AK and healthy skin was defined. ConclusionThe hyperspectral imaging system offers a new, non-invasive method for early detection of field cancerization. Lasers Surg. Med. 45:410-417, 2013. (c) 2013 Wiley Periodicals, Inc.;10.1002/lsm.22160";10.1002/lsm.22160;dermatological;;;;;tissue classification;;
Towards noncontact skin melanoma selection by multispectral imaging analysis;"A clinical trial comprising 334 pigmented and vascular lesions has been performed in three Riga clinics by means of multispectral imaging analysis. The imaging system Nuance 2.4 (CRi) and self-developed software for mapping of the main skin chromophores were used. Specific features were observed and analyzed for malignant skin melanomas: notably higher absorbance (especially as the difference of optical density relative to the healthy skin), uneven chromophore distribution over the lesion area, and the possibility to select the melanoma areas in the correlation graphs of chromophores. The obtained results indicate clinical potential of this technology for noncontact selection of melanoma from other pigmented and vascular skin lesions. (C) 2011 Society of Photo-Optical Instrumentation Engineers (SPIE). [DOI: 10.1117/1.3584846];10.1117/1.3584846";10.1117/1.3584846;dermatological;;;;;tissue classification;;
Deep learning-assisted multispectral imaging for early screening of skin diseases;"Introduction: Melanocytic nevi (MN), warts, seborrheic keratoses (SK), and psoriasis are four common types of skin surface lesions that typically require dermatoscopic examination for definitive diagnosis in clinical dermatology settings. This process is labor-intensive and resource-consuming. Traditional methods for diagnosing skin lesions rely heavily on the subjective judgment of dermatologists, leading to issues in diagnostic accuracy and prolonged detection times. Objectives: This study aims to introduce a multispectral imaging (MSI)-based method for the early screening and detection of skin surface lesions. By capturing image data at multiple wavelengths, MSI can detect subtle spectral variations in tissues, significantly enhancing the differentiation of various skin conditions. Methods: The proposed method utilizes a pixel-level mosaic imaging spectrometer to capture multispectral images of lesions, followed by reflectance calibration and standardization. Regions of interest were manually extracted, and the spectral data were subsequently exported for analysis. An improved one-dimensional convolutional neural network is then employed to train and classify the data. Results: The new method achieves an accuracy of 96.82 % on the test set, demonstrating its efficacy. Conclusion: This multispectral imaging approach provides a non-contact and non-invasive method for early screening, effectively addressing the subjective identification of lesions by dermatologists and the prolonged detection times associated with conventional methods. It offers enhanced diagnostic accuracy for a variety of skin lesions, suggesting new avenues for dermatological diagnostics.;10.1016/j.pdpdt.2024.104292";10.1016/j.pdpdt.2024.104292;dermatological;;;;;tissue classification;;
Identification of Melanoma From Hyperspectral Pathology Image Using 3D Convolutional Networks;"Skin biopsy histopathological analysis is one of the primary methods used for pathologists to assess the presence and deterioration of melanoma in clinical. A comprehensive and reliable pathological analysis is the result of correctly segmented melanoma and its interaction with benign tissues, and therefore providing accurate therapy. In this study, we applied the deep convolution network on the hyperspectral pathology images to perform the segmentation of melanoma. To make the best use of spectral properties of three dimensional hyperspectral data, we proposed a 3D fully convolutional network named Hyper-net to segment melanoma from hyperspectral pathology images. In order to enhance the sensitivity of the model, we made a specific modification to the loss function with caution of false negative in diagnosis. The performance of Hyper-net surpassed the 2D model with the accuracy over 92%. The false negative rate decreased by nearly 66% using Hyper-net with the modified loss function. These findings demonstrated the ability of the Hyper-net for assisting pathologists in diagnosis of melanoma based on hyperspectral pathology images.;10.1109/TMI.2020.3024923";10.1109/TMI.2020.3024923;dermatological;;;;;tissue classification;;
RGB-to-hyperspectral conversion for accessible melanoma detection: A CNN-based approach;"One major difficulty facing the healthcare industry is the early and precise detection of melanoma. With its capacity to record a broad spectrum of electromagnetic wavelengths, hyperspectral imaging (HSI) is a promising technique for accurate melanoma diagnosis. However, the limited accessibility of HSI technology prevents it from being widely used. This article introduces a novel method for converting readily available red green blue (RGB) images to their hyperspectral counterparts using convolutional neural networks (CNNs). Through this conversion process, spectral information is improved, enabling a more thorough examination to detect melanoma. Principal component analysis (PCA) aids the machine learning algorithm in differentiating between melanoma and healthy moles in the classification model. Accuracy is significantly increased when spot detection and PCA are combined; Na & iuml;ve Bayes achieves 76% accuracy in this way. These models are used in the developed web-based program SkinScan for real-time melanoma analysis, providing a useful and accessible solution. This work emphasizes how CNN-driven RGB-to-HSI conversion might improve melanoma detection accuracy and accessibility.;10.1515/jisys-2023-0271";10.1515/jisys-2023-0271;dermatological;;;;;tissue classification;;
